asin,category,query,name,product_category,instruction_text,attributes,goal_options,weight
B09927SY88,garden,drafting tables,"Writing Computer Desk，for Your Home Office, Work, Study, Printing, Writing, Gaming or Other Usage scenarios，High Gloss Gray 35.4""x15.7""x28.3"" Chipboard",Home & Kitchen › Furniture › Home Office Furniture › Home Office Desks,"i would like a grey 35""x20""x29"" home desk that's easy to clean",['easy clean'],"['35.4""x19.7""x29.1""']",1
B097Q8F6C4,beauty,makeup palettes,"DEERWIN 32 Color Eye Shadow Makeup Palette ,Professional Makeup Ultimate Eye Shadow Palette, Pressed Pigments, Shades, Matte, Satin, Metallic,Perfectly combinable color shades, Matt, Luminous and Shimmering Textures, For Seductive Eyes",Beauty & Personal Care › Makeup › Eyes › Eyeshadow,i want a easy to use eyeshadow,['easy use'],[],1
B09NZS1VH9,fashion,men's work & safety footwear,"fayengan Safety Shoes Men Steel Toe Cap Trainers Women Lightweight Non Slip Breathable Mesh Work Boot Industrial Sneakers (Color : Brown, Size : 8 US)","Clothing, Shoes & Jewelry › Men › Uniforms, Work & Safety › Shoes › Work & Utility › Shoes",i'm looking for a pair of women's non slip work boots with steel toe cap. choose the ones that come in size 9 us,"['non slip', 'steel toe']",['9 us'],1
B08SBZPV6D,fashion,women's pants,"Famous TikTok Leggings, Yoga Pants for Women High Waist Tummy Control Booty Bubble Hip Lifting Workout Running Tights","Clothing, Shoes & Jewelry › Women › Clothing › Active › Base Layers & Compression › Compression Pants & Tights","i want to buy famous tik-tok leggings, yoga pants for women which have high waist tummy control booty bubble and hip lifting with running tights. which is the size x-small and a-red color","['butt lifting', 'tummy control', 'high waist']","['a-red', 'x-small']",1
B0971XD6YS,fashion,men's t-shirts,Marvel Loki Variant Simple Text T-Shirt,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Women › Tops & Tees › T-Shirts",look for an officially licensed loki variant t-shirt for women in black,['officially licensed'],"['black', 'women']",1
B09MQLXKX2,electronics,underwater photography,Vinyl Photography Background Props tileable Floor Landscape Photography Studio Shooting Background Props A29 10x7ft/3x2.2m,Electronics › Camera & Photo › Lighting & Studio › Photo Studio › Backgrounds,i need a a31 light weight background,['light weight'],['a31'],1
B09NVS922B,electronics,chargers,"USB Type C Cable 3.1A Fast Charging [2Pack,10ft],Sweguard USB-A to USB-C Charger Nylon Braided Cord for Samsung Galaxy S21 S20 S10 S9 S8 Plus,Note 20 10 9 8 7,A71 A51 A32,LG,Moto,PS5-Grey",Cell Phones & Accessories › Accessories › Chargers & Power Adapters › Automobile Chargers,like to buy a high speed fast charging green usb type c cable 3.1a in 3.3ft size length ,"['fast charging', 'high speed']","['green', '3.3ft']",1
B08RZBK8XD,garden,storage benches,"DINZI LVJ Shoe Storage Bench with Cushion, Cubby Shoe Rack with 12 Cubbies, Adjustable Shelves, Multifunctional Shoe Organizer Bench for Entryway, Mudroom, Hallway, Closet and Garage, White",Home & Kitchen › Furniture › Entryway Furniture › Storage Benches,i am looking for a white storage benches of grey wash color,['white item'],['grey wash'],1
B07JN3DYR3,fashion,women's flats,Easy Spirit Women's Esplash Mary Jane Flat,"Clothing, Shoes & Jewelry › Women › Shoes › Flats",i need closed toe flats that are blue in a 7 wide,['closed toe'],"['medium blue', '7 wide']",1
B09RDXT5G8,grocery,food & beverage gifts,"Oh! Nuts- Premium Hand Crafted Gourmet Milk Chocolate Truffle Gift Collection Large Heart Box | Luxury Assortment Tray of Strawberry, Caramel, Bonbons Coconut Flavors | Gift For Men and Women",Grocery & Gourmet Food › Snacks & Sweets › Candy & Chocolate › Candy & Chocolate Gifts,i am looking for chocolate gifts for valentine's day,['valentine day'],[],1
B07XZ4QL11,garden,wall art,artgeist Canvas Wall Art Print City New York 59x20 in - 1pcs Home Decor Framed Stretched Picture Photo Painting Artwork Image Manhattan Skyline Violet Purple 9020127,Home & Kitchen › Wall Art › Posters & Prints,"i would like to get a 35 x 12 canvas print of manhattan, new york to hang in my living room",['living room'],"['new york #08', '35""wx12""h canvas print']",1
B07Q1MXLGL,fashion,men's underwear,Underboss Men's Wu-Tang Clan Logo Boxer Briefs,"Clothing, Shoes & Jewelry › Novelty & More › Clothing › Novelty › Men › Underwear › Boxer Briefs",i'm looking for cotton spandex and buying options to include in large size,['cotton spandex'],['large'],1
B08QJJX71B,electronics,cd players & recorders,"Victrola All-in-1 Bluetooth Record Player & Vintage Vinyl Record Storage and Carrying Case, Fits All Standard Records - 33 1/3, 45 and 78 RPM, Holds 30 Albums, Brown (VSC-20-BRW)",Electronics › Home Audio › Turntables & Accessories › Turntables,i am looking for an all in one bluetooth record player and carrying case in brown,['carrying case'],"['black', 'player']",1
B00005Q7DG,electronics,digital cameras,Olympus Camedia D-40 4MP Digital Camera with 2.8x Optical Zoom,Electronics › Camera & Photo › Digital Cameras › Point & Shoot Digital Cameras,i'm looking for a digital camera with optical zoom lens and should have usb port,"['optical zoom', 'usb port']",[],1
B0968SKYCF,grocery,cheeses,"Gourmet Kitchn Home Run Inn Classic Pizza Combo of 6 - 3 Uncured Pepperoni Family Size (28 oz Each) Cheese (27 Frozen Dough, Chicago Style All Natural Ingredients, 6 Pack",Grocery & Gourmet Food › Frozen › Pizza › Meat,i need a bag of pizza pepperoni with natural pizza ingredients,['natural ingredients'],['sausage supreme'],1
B09P1FB6LF,electronics,soundbars,"Fmystery Bluetooth Speaker, Compact Wireless Bluetooth Speaker, Dustproof, IPX4 Water Resistant, Indoor/Outdoor, Deep Bass, 10HR Play-Time, Built-in Mic (Black)",Electronics › Portable Audio & Video › Portable Speakers & Docks › Portable Bluetooth Speakers,i'm looking for a compact wireless bluetooth speaker,"['water resistant', 'wireless bluetooth']",['blue'],1
B00BEV82RC,electronics,binoculars & scopes,Eschenbach Sektor D 8x32 Waterproof Binoculars for Bird Watching for Adults,Electronics › Camera & Photo › Binoculars & Scopes › Binoculars,find me a high power waterproof binoculars for bird watching,"['high power', 'bird watching']",[],1
B094417XSZ,garden,bookcases,Scranton & Co Furniture Broadview 6 Cube Storage Bookcase in Pure White,Home & Kitchen › Furniture › Home Office Furniture › Bookcases,i'm looking for a white bookcase for my office.  make sure it has a white finish,"['white item', 'white finish']",[],1
B0912Y7Z5R,garden,pendants and chandeliers,"Wood Drum Chandelier for Dining Room, 4-Light Silver Chrome & Brown Farmhouse Rustic Traditional Chandeliers Pendant Lighting, Round Metal Kitchen Foyer Light Fixtures Ceiling Hanging for Living Room",Tools & Home Improvement › Lighting & Ceiling Fans › Ceiling Lights › Chandeliers,i would like a d20”x h 30” silver chandelier for the dining room,['dining room'],"['silver', 'd20”x h 30”']",1
B09D8B8WXP,electronics,pc,"Quad Core Fanless Mini PC Industrial PC Celeron J4125 with Windows 10 Pro, Mini Computer DDR4 16GB RAM, 128GB SSD, 2 RS232 COM, 2 LAN, HDMI+VGA Dual Output, USB 3.0, Dual WiFi, Bluetooth 4.0",Electronics › Computers & Accessories › Computers & Tablets › Desktops › Minis,"i am looking for a fanless mini pc with a quad core processor, 32 gigabytes of ram and a 256 gigabyte ssd",['quad core'],['32gb ram 256gb ssd'],1
B09964628J,garden,bar stools,"Vintage Industrial Barstool Bar Chair, Iron Solid Wood Oil Barrel Tables and Chairs Design Cafe Coffee Industrial Bar Stool Set of 2/3/4/5 Leisure Combination (Color : Bar Stool+Table)",Home & Kitchen › Furniture › Game & Recreation Room Furniture › Home Bar Furniture › Barstools,i need bar stool and table set,['solid wood'],[],1
B093K698Z1,fashion,women's socks & hosiery,"Set of 2 Mesh Laundry Bags Pig Astronaut-1 Medium & 1 Small Bags Laundry,Blouse, Hosiery, Stocking, Underwear, Bra Lingerie, Travel Laundry Bag(8rp7d)","Clothing, Shoes & Jewelry › Women › Accessories › Wallets, Card Cases & Money Organizers › Wallets","find set of 2 medium pig astronaut-1 mesh laundry bags and 1 small laundry bag, i will give as a gift at a kitchen shower",['laundry bag'],[],1
B08RWRCZM4,electronics,streaming media players,"4GB RAM 64 ROM Android 10.0 TV Box,Allwinner H616 Quad-Core 64-bit Android Box with 2.4G/5G Dual WiFi 10/100M Ethernet, Support H.265/3D/6K Ultra HD/BT 5.0/HDMI 2.0 Smart Box",Electronics › Television & Video › Streaming Media Players,i am looking for a 4gb android 10.0 tv box,['ultra hd'],[],1
B00M674K0G,grocery,pantry staples,"Iberia Parboiled Brown, 10 Pounds, Rice, 160 Ounce",Grocery & Gourmet Food › Pantry Staples › Dried Grains & Rice › Brown,i need a 10 pound back of parboiled brown rice that is easy to prepare,['easy prepare'],[],1
B0747LWDCK,grocery,pantry staples,"Quaker Old Fashioned Rolled Oats, USDA Organic, Non GMO Project Verified, 24oz Resealable Bags (Pack of 4)",Grocery & Gourmet Food › Breakfast Foods › Cereals › Oatmeal,i would like some organic old fashioned oatmeal,['usda organic'],"['organic standard, old fashioned']",1
B08KT687HP,garden,wall art,"Denozer - 3 Panel Ocean Canvas Wall Art for Home Decor Blue Sea Sunset White Beach Painting The Picture Print On Canvas Seascape Wall Decor for Living Room,Ready to Hang - 24""x32""x3 Panels",Home & Kitchen › Wall Art › Posters & Prints,i am interested in buying an artwork for the living room. i would love it in the artwork-02 color,['living room'],['artwork-02'],1
B08R6RYX4J,garden,living room sets,"Central Park Ombre Window Curtain Panel Linen Gradient Print on Rayon Blend Fabric Backtab Rod Pocket Drapery Treatments for Living Room/Bedroom, Cream White to Gray, 50"" x 84"", Set of 2",Home & Kitchen › Home Décor Products › Window Treatments › Curtains & Drapes › Panels,i am looking for central park ombre window curtain panel's in gray 50'' x 84'' set of two for my living room,['living room'],"['50""x95""x2']",1
B08XVW565D,beauty,children's dental care,"Cellena 3 Sided Toothbrushes for Kids, Children Manual 3-Sides Toothbrush Soft Gentle Clean Tooth (Ren-2pcs)",Beauty & Personal Care › Oral Care › Toothbrushes & Accessories › Manual Toothbrushes,i am looking for a  red-2pcs  manual toothbrushes with oral hygiene,['oral hygiene'],['red-2pcs'],1
B00MG4X33Y,garden,beds,"GREATIME Modern Trending Waved Bed, Upholstered Faux Leather, Easy Assembly, Strong Wood Slats Support Platform Bed (California King Size, White Color)","Home & Kitchen › Furniture › Bedroom Furniture › Beds, Frames & Bases › Beds",i need a king size bed with faux leather upholstery. pick one in dark brown,"['faux leather', 'king size']",['dark brown'],1
B01676307A,grocery,snack cakes & pastries,"Philadelphia Candies Milk Chocolate Covered OREO Cookies, Happy Birthday Gift Net Wt 8 oz",Grocery & Gourmet Food › Breads & Bakery › Cookies › Sandwich,i am looking for hand crafted disney frozen licensed flavor cookies,['hand crafted'],['disney frozen licensed'],1
B078MZPZ8K,grocery,fruit snacks,NATIERRA Organic Freeze-Dried Chocolate-Covered Strawberry Slices | Non-GMO & Vegan | 1.5 Ounce,Grocery & Gourmet Food › Produce › Dried Fruits & Vegetables › Dried Fruits,i want to buy a bundle of freeze dried mangoes and strawberries. they should be organic and non-gmo,"['freeze dried', 'non gmo', 'usda organic']","['strawberries 1.2 ounce & mangoes 1.5 oun...', 'bundle']",1
B097WYZMV6,beauty,children's fragrance,CA Perfume Impression of Good Girl Gone Bad For Women Fragrance Body Oils Alcohol-Free Essential Aromatherapy Sample Travel Size Concentrated Hypoallergenic Vegan Attar Roll-On 0.3 Fl Oz/10 ml - X3,Beauty & Personal Care › Fragrance › Women's › Eau de Parfum,"i am looking for a high quality, travel size eau de parfum for women","['travel size', 'high quality']",[],1
B00J8Y6ZBW,grocery,snack crackers,Sincerely Nuts Garlic Sesame Sticks - One Lb. Bag – Heart Healthy - Delectable Crunchiness - Obscene Freshness – 100% Kosher Certified!,Grocery & Gourmet Food › Snacks & Sweets › Snack Foods › Crackers,i would like a 5 pound bag of kosher certified crackers,['kosher certified'],['5 pound'],1
B07GVBWL3Q,garden,living room sets,Lazzzy Blackout Velvet Curtains Green 84 inch Thermal Insulated Drapes for Dinning Room Darkening Dark Emerald Green Window Treatment Rod Pocket Home Decor Living Room Set of 2 Panels Hunter Green,"Home & Kitchen › Bedding › Decorative Pillows, Inserts & Covers › Throw Pillow Covers",i'm looking for a 84 inch green lazzzy blackout velvet curtains,['living room'],"['gold brown', '63 inch']",1
B086JW9KL8,beauty,bags & cases,MIRASON Toiletry Bag Dopp Kit Bathroom Shaving Organizer Cosmetic Bag with Handles for Men Boys Kids Traveling Camping Grooming Lightweight Water-resistant PU Leather Toiletries Kit Bag (Green),Beauty & Personal Care › Tools & Accessories › Bags & Cases › Toiletry Bags,i am looking for toiletries kit bag with water resistant feature and color should be green,['water resistant'],['bottle green'],1
B07S975Y8V,fashion,men's sandals,Crocs Unisex-Adult Men's and Women's Classic Slide Sandals,"Clothing, Shoes & Jewelry › Men › Shoes › Sandals","i want to find a pair of women's classic side sandals in black and red. i wear a size 7, and the shoes need to feature ethylene vinyl",['ethylene vinyl'],"['black | red', '7 women | 5 men']",1
B08BJCGY82,beauty,shampoo & conditioner,Pure Biology Shampoo & Conditioner with Biotin for Hair Growth,Beauty & Personal Care › Hair Care › Shampoo & Conditioner › Shampoo & Conditioner Sets,i need a shampoo set that is paraben free,['paraben free'],[],1
B0774GXDMB,grocery,milks & creams,"Victor Allen Coffee, Milk Chocolate Hot Cocoa Single Serve Cups, 42 Count","Grocery & Gourmet Food › Beverages › Coffee, Tea & Cocoa › Coffee › Single-Serve Capsules & Pods",i want a 200 count pack of hot cocoa cups that is rich and creamy. ensure that it is gluten free,"['rich creamy', 'gluten free']",['200 count (pack of 1)'],1
B085T5HZJV,garden,tv stands,BELLEZE Modern 50 Inch Farmhouse Wood TV Stand & Media Entertainment Center Console Table for TVs up to 55 Inch with Open Storage Shelves & Cabinets - Kenton (Espresso),Home & Kitchen › Furniture › Living Room Furniture › TV & Media Furniture › Television Stands & Entertainment Centers,i want a tv stand made of wood and has a storage space. it should be suitable for my living room,"['storage space', 'living room']",['wood'],1
B07W311PVT,garden,vanities,"Fairling Modern Industrial Wall Light Polished Nickel Hardwired 24"" Wide 3-Light Fixture Mounted Bent Arm Clear Glass Globe Shade Bathroom Vanity Mirror House Home Hallway Room - Possini Euro Design",Tools & Home Improvement › Lighting & Ceiling Fans › Wall Lights › Vanity Lights,i'm looking for nickel finish for ceiling fan for home improvement,['nickel finish'],[],1
B08LCQHS8V,grocery,milks & creams,"Gourmet Chocolate Bulk Individually Wrapped (Milk Chocolate Covered Peanut Butter, 12 Count)",,i am looking fore a 24 pack of individually wrapped chocolates,['individually wrapped'],['24 count'],1
B09HC76MQF,garden,bedframes,"MOONIVO Stronger and Higher Quality Convertible Steel Bunk Bed Twin Over Twin with Ladder & Heighten Guardrail, Safer Metal Twin Size Bunk Bed Frame for Kids Adults (Easier to Assemble) (Silver)","Home & Kitchen › Furniture › Bedroom Furniture › Beds, Frames & Bases › Beds",i'm looking for twin sized furniture for bedroom furniture,['easy assemble'],[],1
B00N49FECS,fashion,men's jeans,Silver Jeans Co. Men's Zac Relaxed Fit Straight Leg Jeans,"Clothing, Shoes & Jewelry › Men › Clothing › Jeans",i want indigo zac relaxed fit straight leg jeans,['straight leg'],['medium indigo ssk290'],1
